,synthetic_flow
2081-06-20,18599.44360936423
2081-06-21,19276.47404780519
2081-06-22,18656.9873421708
2081-06-23,18690.00930996903
2081-06-24,17919.62340891441
2081-06-25,17257.802432374916
2081-06-26,17911.23545237371
2081-06-27,18648.92794197484
2081-06-28,19399.35831133572
2081-06-29,20222.059710905116
2081-06-30,21060.49253815809
2081-07-01,22307.523679473048
2081-07-02,23827.70427231221
2081-07-03,24884.500535949956
2081-07-04,23529.95659943607
2081-07-05,22300.938422303552
2081-07-06,23423.549813715308
2081-07-07,22249.407025265253
2081-07-08,21134.12295290701
2081-07-09,20305.410321867952
2081-07-10,21213.230586998627
2081-07-11,22432.785792690687
2081-07-12,23562.937005498392
2081-07-13,22404.577832849318
2081-07-14,23379.05564231089
2081-07-15,22258.84245629656
2081-07-16,21214.522647607962
2081-07-17,20463.99954870938
2081-07-18,21092.634223596844
2081-07-19,22399.084076340652
2081-07-20,24070.587376399515
2081-07-21,25741.76849658557
2081-07-22,24697.662906267065
2081-07-23,24571.660113849743
2081-07-24,23203.65604112195
2081-07-25,22060.577088154096
2081-07-26,23268.48071483611
2081-07-27,24503.324268718745
2081-07-28,25973.94078489088
2081-07-29,25419.759074928883
2081-07-30,26241.63552465684
2081-07-31,25625.233155462232
2081-08-01,27112.24754971018
2081-08-02,27852.024557275647
2081-08-03,26507.282252835477
2081-08-04,25464.385247691396
2081-08-05,24610.086909254293
2081-08-06,24213.490063726575
2081-08-07,23082.52777759629
2081-08-08,22000.02537243203
2081-08-09,23283.183021233413
2081-08-10,24745.79317274
2081-08-11,26479.656301838066
2081-08-12,27959.697790158676
2081-08-13,28961.244764295072
2081-08-14,29310.290013408838
2081-08-15,27825.923490849527
2081-08-16,32795.02129713025
2081-08-17,40462.16756410778
2081-08-18,47626.07694356754
2081-08-19,54474.65039780084
2081-08-20,60970.59478185588
2081-08-21,66973.71401640531
2081-08-22,71938.60203370228
2081-08-23,67063.67899598769
2081-08-24,61137.80571072327
2081-08-25,56056.15777265292
2081-08-26,51946.4078009052
2081-08-27,48407.043554900476
2081-08-28,45455.32743972576
2081-08-29,42654.53599984294
2081-08-30,39389.88939128879
2081-08-31,36528.07428234673
2081-09-01,34163.80983392345
2081-09-02,32253.404116457645
2081-09-03,30470.217496604233
2081-09-04,30505.125027517508
2081-09-05,28809.69562390162
2081-09-06,27264.522459254153
2081-09-07,26643.632411560444
2081-09-08,26126.030743669235
2081-09-09,24640.635206500963
2081-09-10,23269.260187707478
2081-09-11,22100.937432509752
2081-09-12,23236.059639922296
2081-09-13,24769.415219149312
2081-09-14,23349.41487113134
2081-09-15,22210.53114119838
2081-09-16,21775.276358668372
2081-09-17,22898.10755015895
2081-09-18,23461.88900204454
2081-09-19,22779.711685728827
2081-09-20,23135.4848849086
2081-09-21,23316.75531211533
2081-09-22,22198.60489042239
2081-09-23,21092.202614056525
2081-09-24,20232.159786923436
2081-09-25,19482.631734303628
2081-09-26,18686.391165945206
2081-09-27,18589.237822129995
2081-09-28,18846.84859446809
2081-09-29,18066.78280576608
2081-09-30,17313.549219973855
2081-10-01,16683.328043931848
2081-10-02,16080.852016395951
2081-10-03,15520.904452539891
2081-10-04,14899.865220963688
2081-10-05,15305.132391583658
2081-10-06,15223.68756047106
2081-10-07,14801.203286208289
2081-10-08,14318.254975786958
2081-10-09,13872.550669572489
2081-10-10,14103.626848559517
2081-10-11,13893.09724617636
2081-10-12,14010.136439475851
2081-10-13,13557.872793492157
2081-10-14,13553.427085417554
2081-10-15,13002.949224308442
2081-10-16,12414.640566242448
2081-10-17,11846.793065371545
2081-10-18,11316.892639086796
2081-10-19,10924.547086521095
2081-10-20,10765.620799816686
2081-10-21,10362.098311393765
2081-10-22,10047.600246645805
2081-10-23,9744.003439645423
2081-10-24,9426.450783261496
2081-10-25,9531.656204853285
2081-10-26,9903.893733885763
2081-10-27,10237.308383313959
2081-10-28,10025.16307830272
2081-10-29,9719.655760227108
2081-10-30,9425.449307071238
2081-10-31,9104.161040061626
2081-11-01,8785.6287857536
2081-11-02,8904.392204442149
2081-11-03,8798.07036431597
2081-11-04,8549.721249279282
2081-11-05,8268.88829444172
2081-11-06,7982.434102976497
2081-11-07,7723.4879017424055
2081-11-08,7494.697720472482
2081-11-09,7273.131187231788
2081-11-10,7055.027573453139
2081-11-11,6775.559386133009
2081-11-12,6569.729906819631
2081-11-13,6500.7803017885935
2081-11-14,6294.805171997436
2081-11-15,6094.815599315499
2081-11-16,6207.865323791783
2081-11-17,6047.453019923529
2081-11-18,5795.853255810071
2081-11-19,5666.042780822298
2081-11-20,5583.065299686905
2081-11-21,5660.705202640834
2081-11-22,5750.1402021806125
2081-11-23,5882.314757513561
2081-11-24,6155.920940076523
2081-11-25,6375.09265885943
2081-11-26,6586.03285670679
2081-11-27,6781.689167698113
2081-11-28,6648.692640825409
2081-11-29,6705.944791795146
2081-11-30,6701.854122563606
2081-12-01,6868.496284481314
2081-12-02,7043.899292947725
2081-12-03,6864.047081930212
2081-12-04,6672.604105482885
2081-12-05,6433.839984454245
2081-12-06,6141.725539960208
2081-12-07,5842.696971259782
2081-12-08,5736.503709949088
2081-12-09,5864.308452956935
2081-12-10,5771.841071918454
2081-12-11,5665.869635541535
2081-12-12,5587.9615686173665
2081-12-13,5517.731403888172
2081-12-14,5536.903587944056
2081-12-15,5476.425039650371
2081-12-16,5436.325297712306
2081-12-17,5382.50199117159
2081-12-18,5366.638529050582
2081-12-19,5423.705317897926
2081-12-20,5550.1672093887
2081-12-21,5654.684259947338
2081-12-22,5585.682151261621
2081-12-23,5666.116278270902
2081-12-24,5596.9900766792625
2081-12-25,5511.10339552598
2081-12-26,5432.840400861266
2081-12-27,5370.16104055499
2081-12-28,5332.925787578939
2081-12-29,5297.41112731837
2081-12-30,5334.281455244253
2081-12-31,5398.019149767647
2082-01-01,5542.402736283422
2082-01-02,5620.59836260478
2082-01-03,5712.942433149698
2082-01-04,5825.057947323826
2082-01-05,6051.104488034889
2082-01-06,6199.145653105085
2082-01-07,6021.33656571819
2082-01-08,5761.034031445983
2082-01-09,5630.641047391198
2082-01-10,5680.022494346997
2082-01-11,5788.2915635588
2082-01-12,6034.704022566582
2082-01-13,6090.993107977385
2082-01-14,6081.8366071174805
2082-01-15,5855.263189307445
2082-01-16,5868.334129420682
2082-01-17,5829.027087530422
2082-01-18,5720.280067554325
2082-01-19,5629.327665668897
2082-01-20,5559.120910018733
2082-01-21,5594.389305379242
2082-01-22,5613.8909128002515
2082-01-23,5564.663857712099
2082-01-24,5511.342896251246
2082-01-25,5418.530880998221
2082-01-26,5359.236131134279
2082-01-27,5404.696216530277
2082-01-28,5530.070557314239
2082-01-29,5669.368445811647
2082-01-30,5820.555228522842
2082-01-31,6098.677357227058
2082-02-01,5862.9651622922775
2082-02-02,5840.388351521037
2082-02-03,5745.118281683168
2082-02-04,5641.070591704963
2082-02-05,5546.503956408316
2082-02-06,5493.7427486473825
2082-02-07,5589.069504364398
2082-02-08,5688.176877514188
2082-02-09,5784.179868563717
2082-02-10,5689.331517434116
2082-02-11,5789.74552690965
2082-02-12,5900.216148526692
2082-02-13,6047.556916985519
2082-02-14,6258.318053918479
2082-02-15,6445.547922876193
2082-02-16,6263.928938165023
2082-02-17,6115.640408351001
2082-02-18,5868.71132164993
2082-02-19,5750.820129526111
2082-02-20,5652.229430174546
2082-02-21,5584.553819270258
2082-02-22,5518.455989419417
2082-02-23,5588.991825521621
2082-02-24,5646.800933649489
2082-02-25,5554.382593462689
2082-02-26,5495.43264466226
2082-02-27,5441.804828110669
2082-02-28,5394.21039204054
2082-03-01,5435.675285568159
2082-03-02,5488.054629814285
2082-03-03,5560.459354917161
2082-03-04,5646.445535917675
2082-03-05,5641.56146648135
2082-03-06,5726.713757225847
2082-03-07,5847.3041547788525
2082-03-08,6073.513156814878
2082-03-09,5857.923441211384
2082-03-10,5759.431152059451
2082-03-11,5680.273996594442
2082-03-12,5600.094907251574
2082-03-13,5704.239767892824
2082-03-14,5837.8107954347515
2082-03-15,5823.773103683889
2082-03-16,5684.4602589595
2082-03-17,5588.834030646098
2082-03-18,5660.999041517947
2082-03-19,5577.68256150891
2082-03-20,5519.896788110176
2082-03-21,5590.917186146648
2082-03-22,5690.684177803131
2082-03-23,5619.535328171447
2082-03-24,5542.922064881839
2082-03-25,5481.849372328118
2082-03-26,5541.328093225942
2082-03-27,5637.383499926477
2082-03-28,5650.109408979799
2082-03-29,5734.964459551147
2082-03-30,5657.201430197967
2082-03-31,5839.952436319818
2082-04-01,6242.639193492639
2082-04-02,6623.308070820114
2082-04-03,7046.275757201452
2082-04-04,7345.706692099308
2082-04-05,7682.265453333431
2082-04-06,7879.757363928363
2082-04-07,7776.039476638264
2082-04-08,7495.418022285083
2082-04-09,7274.276262587225
2082-04-10,7043.445023830779
2082-04-11,7152.702578436696
2082-04-12,7379.426962894291
2082-04-13,7602.120716993001
2082-04-14,7384.724245368969
2082-04-15,7260.243873688427
2082-04-16,7481.260531149727
2082-04-17,7766.720907440745
2082-04-18,8150.0162910005665
2082-04-19,8428.706959676343
2082-04-20,8343.827407181701
2082-04-21,8097.153725991248
2082-04-22,8344.712295357267
2082-04-23,8600.553296556533
2082-04-24,8882.763748172196
2082-04-25,9150.531540603295
2082-04-26,9490.127943677224
2082-04-27,9824.811237321983
2082-04-28,10020.31420956061
2082-04-29,10324.211885462555
2082-04-30,10310.089207375295
2082-05-01,10333.858341789564
2082-05-02,10807.415117473436
2082-05-03,11190.863834727674
2082-05-04,11673.069745591896
2082-05-05,12162.613350742196
2082-05-06,11760.0485941474
2082-05-07,11296.954244392644
2082-05-08,10953.147306400359
2082-05-09,11416.954330602044
2082-05-10,11513.708461690225
2082-05-11,11129.114776275987
2082-05-12,10707.68772459122
2082-05-13,10251.128013544483
2082-05-14,10441.167309120601
2082-05-15,10867.99762483324
2082-05-16,11291.815064233526
2082-05-17,11751.769080717659
2082-05-18,12217.893745942698
2082-05-19,12644.799348939832
2082-05-20,13070.318220684512
2082-05-21,12619.821943672274
2082-05-22,12224.10023976092
2082-05-23,12628.966142487887
2082-05-24,12709.30898061977
2082-05-25,12319.35182755431
2082-05-26,11871.645396193533
2082-05-27,11749.125979528875
2082-05-28,12134.934269840416
2082-05-29,12510.90506375965
2082-05-30,12853.04134673346
2082-05-31,12453.655603544456
2082-06-01,12069.90267528832
2082-06-02,12487.514207284823
2082-06-03,12991.49715279612
2082-06-04,12510.609624987617
2082-06-05,12075.482978193586
2082-06-06,12363.4844007128
2082-06-07,12842.961544689644
2082-06-08,13041.242906769297
2082-06-09,12609.017690913923
2082-06-10,13149.993819009153
2082-06-11,13831.071979505885
2082-06-12,14459.014072725431
2082-06-13,15016.714682489093
2082-06-14,15589.50046526968
2082-06-15,16150.797484151559
2082-06-16,16621.44125552648
2082-06-17,17331.35528904792
2082-06-18,17976.62038543696
2082-06-19,18468.950981828984
2082-06-20,17857.061017002918
2082-06-21,17355.481816414573
2082-06-22,16735.522639186325
2082-06-23,16161.874211399689
2082-06-24,15584.4739981179
2082-06-25,16371.185863521394
2082-06-26,17288.319260994278
2082-06-27,18088.462789445937
2082-06-28,18955.32345286908
2082-06-29,19821.80538250718
2082-06-30,20535.529602596554
2082-07-01,19783.461117197017
2082-07-02,20544.97663827944
2082-07-03,21398.899155182553
2082-07-04,20785.302206306143
2082-07-05,20031.538327579627
2082-07-06,19174.217626791175
2082-07-07,19245.669000183745
2082-07-08,20236.578009411565
2082-07-09,20804.822573174682
2082-07-10,19907.75077072472
2082-07-11,19174.256933348133
2082-07-12,18386.02403258345
2082-07-13,18290.388670613203
2082-07-14,17623.299198928034
2082-07-15,18245.990932852066
2082-07-16,17864.551692765446
2082-07-17,18523.757875193216
2082-07-18,17793.22190180108
2082-07-19,17150.71063310728
2082-07-20,16925.00088181068
2082-07-21,17530.18248282759
2082-07-22,17083.579596880543
2082-07-23,17722.444076310945
2082-07-24,18576.057942910254
2082-07-25,19533.089177427893
2082-07-26,20361.80244790017
2082-07-27,20379.791509105897
2082-07-28,20629.453470246666
2082-07-29,19931.160150802305
2082-07-30,19190.59847924847
2082-07-31,18376.038443569632
2082-08-01,17630.226924332044
2082-08-02,16989.783468183417
2082-08-03,17720.266506356365
2082-08-04,18691.504974870822
2082-08-05,19996.24712646564
2082-08-06,20805.005157102463
2082-08-07,20572.814250409032
2082-08-08,19884.478007737354
2082-08-09,20371.975447240777
2082-08-10,21106.405847212034
2082-08-11,22041.422938659216
2082-08-12,21253.907544750105
2082-08-13,20319.897559917827
2082-08-14,19373.384946820406
2082-08-15,18222.62979657636
2082-08-16,17268.934686558605
2082-08-17,16562.814471926657
2082-08-18,17045.362572281334
2082-08-19,16686.51120495578
2082-08-20,15948.313571755869
2082-08-21,15197.780949552816
2082-08-22,14223.490118829652
2082-08-23,13610.48475223006
2082-08-24,14226.590941528953
2082-08-25,15078.17352141151
2082-08-26,16059.770748979648
2082-08-27,17035.97013999378
2082-08-28,17784.578123291914
2082-08-29,17645.924679611857
2082-08-30,17070.98186941208
2082-08-31,16734.92201013067
2082-09-01,16429.777210222106
2082-09-02,16991.527548721013
2082-09-03,17667.266385238385
2082-09-04,18594.904664842186
2082-09-05,19523.31164359776
2082-09-06,20304.077854613275
2082-09-07,21292.26964232159
2082-09-08,22559.03743446664
2082-09-09,23984.534015179255
2082-09-10,25168.19216802681
2082-09-11,24577.36221116268
2082-09-12,23130.823640719664
2082-09-13,21946.289771173644
2082-09-14,21464.765444787325
2082-09-15,22327.842253124512
2082-09-16,21416.282988030467
2082-09-17,20490.59495073251
2082-09-18,19634.62015069625
2082-09-19,19877.605392923604
2082-09-20,20548.404442532257
2082-09-21,19851.91205828917
2082-09-22,19133.24439917122
2082-09-23,19779.068135701804
2082-09-24,19090.791739797318
2082-09-25,20156.791522026197
2082-09-26,21773.537336903126
2082-09-27,24150.02973421182
2082-09-28,26110.563494642087
2082-09-29,26099.92782624496
2082-09-30,27774.25151797771
2082-10-01,29489.15779424803
2082-10-02,31195.086732283267
2082-10-03,32358.66258254453
2082-10-04,29939.867830090745
2082-10-05,27104.494555855144
2082-10-06,24806.069171604297
2082-10-07,23120.423401088407
2082-10-08,21754.033921421513
2082-10-09,20531.230153570843
2082-10-10,19470.09930510873
2082-10-11,18614.069436114365
2082-10-12,17895.64635288237
2082-10-13,17214.185495618305
2082-10-14,16578.706637158917
2082-10-15,15916.3600331706
2082-10-16,15277.061768320837
2082-10-17,14679.520473666145
2082-10-18,14070.065947329746
2082-10-19,13480.431737499475
2082-10-20,12981.297609510484
2082-10-21,12923.28340374053
2082-10-22,12570.384739829078
2082-10-23,12094.512905855641
2082-10-24,11617.093574470986
2082-10-25,11165.170463368708
2082-10-26,10747.833463030642
2082-10-27,10354.099155553615
2082-10-28,9961.390567092662
2082-10-29,9647.473812036507
2082-10-30,9987.577033156362
2082-10-31,10512.726145873923
2082-11-01,10873.067812407933
2082-11-02,11246.97323581465
2082-11-03,11645.556318623487
2082-11-04,12010.860719879462
2082-11-05,11657.155535920445
2082-11-06,11290.616699359689
2082-11-07,10956.41470674729
2082-11-08,10615.582396813843
2082-11-09,10669.129062245165
2082-11-10,10554.952059889718
2082-11-11,10891.888486358197
2082-11-12,11243.0216028663
2082-11-13,11253.782757138099
2082-11-14,10881.86791297502
2082-11-15,10507.746022364125
2082-11-16,10190.135756149282
2082-11-17,9846.61885626442
2082-11-18,9486.60593614804
2082-11-19,9104.638976937074
2082-11-20,8776.892247267859
2082-11-21,8489.500235621483
2082-11-22,8190.997799297998
2082-11-23,7891.781691439379
2082-11-24,7637.220242797631
2082-11-25,7305.689245851464
2082-11-26,7018.699271415218
2082-11-27,6794.515684518267
2082-11-28,6575.445055674136
2082-11-29,6353.122673994646
2082-11-30,6572.701324491697
2082-12-01,6536.352170676072
2082-12-02,6491.901960581305
2082-12-03,6321.7687825727535
2082-12-04,6129.316350497539
2082-12-05,6312.278801888077
2082-12-06,6169.354102138842
2082-12-07,6030.909084507746
2082-12-08,6241.528927562752
2082-12-09,6513.662534787416
2082-12-10,6770.699239798372
2082-12-11,7024.656118454354
2082-12-12,7008.8998925149035
2082-12-13,6867.2129118555295
2082-12-14,6715.40590963222
2082-12-15,6593.374549670902
2082-12-16,6425.125317904728
2082-12-17,6268.9196332123265
2082-12-18,6085.367304319009
2082-12-19,5853.411522089645
2082-12-20,5751.2210092506375
2082-12-21,5648.904277328366
2082-12-22,5560.843070485221
2082-12-23,5489.817304463153
2082-12-24,5469.603639510358
2082-12-25,5522.304454394955
2082-12-26,5481.865741478478
2082-12-27,5435.961373077767
2082-12-28,5486.215087878995
2082-12-29,5430.099367761746
2082-12-30,5370.723528748719
2082-12-31,5322.714373865433
2083-01-01,5250.17539676171
2083-01-02,5286.7362531734225
2083-01-03,5332.132432919011
2083-01-04,5371.244279852101
2083-01-05,5414.106097215401
2083-01-06,5531.62081265342
2083-01-07,5642.034685632577
2083-01-08,5714.520781374398
2083-01-09,5818.908119387277
2083-01-10,6031.174780568322
2083-01-11,5821.567343013408
2083-01-12,5716.129503150925
2083-01-13,5650.891627123709
2083-01-14,5720.126881093503
2083-01-15,5627.926121460264
2083-01-16,5540.575072360195
2083-01-17,5477.484341682321
2083-01-18,5414.726027952042
2083-01-19,5496.5695299955205
2083-01-20,5622.774651758273
2083-01-21,5720.833977658717
2083-01-22,5647.07117879213
2083-01-23,5738.628576982207
2083-01-24,5887.3823851558745
2083-01-25,6243.47795721934
2083-01-26,6407.6276962253505
2083-01-27,6246.244921843117
2083-01-28,6088.411377616696
2083-01-29,6248.419367271659
2083-01-30,6326.202988614593
2083-01-31,6194.289355917845
2083-02-01,6371.250978954184
2083-02-02,6208.96942516342
2083-02-03,6024.527315519368
2083-02-04,5810.315670799738
2083-02-05,6030.561707407024
2083-02-06,5825.8708990052455
2083-02-07,5730.477318210772
2083-02-08,5823.736780017235
2083-02-09,5728.133970757506
2083-02-10,5640.639422725228
2083-02-11,5623.845763304053
2083-02-12,5712.6674631156175
2083-02-13,5613.275927179598
2083-02-14,5707.828220787401
2083-02-15,5824.313575507694
2083-02-16,5760.516384557006
2083-02-17,5677.449654483562
2083-02-18,5611.476642605319
2083-02-19,5680.392300261223
2083-02-20,5592.369031576401
2083-02-21,5530.986909306349
2083-02-22,5610.622526940583
2083-02-23,5688.189831126556
2083-02-24,5781.367117726819
2083-02-25,5877.279128598853
2083-02-26,5778.044831314667
2083-02-27,5658.338330164047
2083-02-28,5752.958700023302
2083-03-01,6034.780547946039
2083-03-02,6244.566177240509
2083-03-03,6489.738330679643
2083-03-04,6307.078774989722
2083-03-05,6123.180845891096
2083-03-06,5875.729809908682
2083-03-07,5755.048679399307
2083-03-08,5663.998057075633
2083-03-09,5576.767366190975
2083-03-10,5476.099636336938
2083-03-11,5411.220541860943
2083-03-12,5330.682244715803
2083-03-13,5249.935787273944
2083-03-14,5198.865763797621
2083-03-15,5257.966412086535
2083-03-16,5308.371974672092
2083-03-17,5396.793990742639
2083-03-18,5548.684696620094
2083-03-19,5718.888388927972
2083-03-20,6039.029814434478
2083-03-21,6281.520603160415
2083-03-22,6096.844621688148
2083-03-23,5812.747325139277
2083-03-24,5692.147063954016
2083-03-25,5580.632917772185
2083-03-26,5511.45468863639
2083-03-27,5499.5796781295585
2083-03-28,5619.728434588902
2083-03-29,5810.36322460296
2083-03-30,6168.667320159735
2083-03-31,6363.96891770077
2083-04-01,6197.72080292658
2083-04-02,6378.5944482604855
2083-04-03,6624.264817309278
2083-04-04,6838.534789878146
2083-04-05,7038.630173726452
2083-04-06,7349.828026136164
2083-04-07,7451.800839020619
2083-04-08,7223.937842389205
2083-04-09,6998.978767382152
2083-04-10,7142.717006798109
2083-04-11,7127.269705718631
2083-04-12,7395.799227806622
2083-04-13,7705.895022900438
2083-04-14,8043.966975982152
2083-04-15,8308.56792129936
2083-04-16,8389.130111807126
2083-04-17,8640.033704716441
2083-04-18,8920.303184993043
2083-04-19,9267.578105617555
2083-04-20,9622.116690085697
2083-04-21,9880.370393290106
2083-04-22,10042.161367125696
2083-04-23,10144.931653704032
2083-04-24,9827.769619331206
2083-04-25,9498.409853927862
2083-04-26,9208.049635698917
2083-04-27,8877.221429610407
2083-04-28,8561.067282159376
2083-04-29,8281.953417231882
2083-04-30,8263.483084212497
2083-05-01,8566.676246956822
2083-05-02,9004.896437755688
2083-05-03,9528.682924723238
2083-05-04,9863.553814814566
2083-05-05,9671.667899682092
2083-05-06,9470.787761886131
2083-05-07,9855.504952555842
2083-05-08,9537.176971689734
2083-05-09,9864.164328867397
2083-05-10,10371.82142631242
2083-05-11,10826.047714623122
2083-05-12,11090.880914228654
2083-05-13,11470.634704538252
2083-05-14,11843.791232352807
2083-05-15,12297.447614047276
2083-05-16,12822.749915025024
2083-05-17,13343.212983245847
2083-05-18,13865.068536149336
2083-05-19,14294.499808924033
2083-05-20,14717.752054011093
2083-05-21,14224.777433034136
2083-05-22,13754.70246720877
2083-05-23,13530.449498548955
2083-05-24,13972.192170729533
2083-05-25,13994.66629646192
2083-05-26,13572.36799626493
2083-05-27,13125.273794959712
2083-05-28,13660.269182417964
2083-05-29,14307.741494270662
2083-05-30,15088.010733733112
2083-05-31,15663.275457530659
2083-06-01,15612.911424108488
2083-06-02,16129.796913408729
2083-06-03,16694.780798322357
2083-06-04,16108.326325433394
2083-06-05,15532.256555738231
2083-06-06,14955.763178563055
2083-06-07,14361.959867213454
2083-06-08,14992.431430563138
2083-06-09,15604.511555960224
2083-06-10,16364.734255234805
2083-06-11,16524.1975630497
2083-06-12,15774.174038531613
2083-06-13,15124.964260821407
2083-06-14,14576.54422879783
2083-06-15,14053.675522658728
2083-06-16,14508.425721468728
2083-06-17,15047.0010897502
2083-06-18,15839.222902111615
2083-06-19,16448.158727610382
2083-06-20,17088.9583996208
2083-06-21,17705.815557921036
2083-06-22,17099.289960990085
2083-06-23,17799.92946579249
2083-06-24,19062.88793864508
2083-06-25,20357.77631777258
2083-06-26,21640.469326326747
2083-06-27,22741.958154068638
2083-06-28,24019.732319046005
2083-06-29,25515.11882151678
2083-06-30,26946.82154199485
2083-07-01,25598.580695256653
2083-07-02,24319.662291251185
2083-07-03,23638.11889197277
2083-07-04,24817.970677047484
2083-07-05,23546.99862500408
2083-07-06,23304.630784984434
2083-07-07,23654.571002752193
2083-07-08,23653.611505967005
2083-07-09,23963.707337373944
2083-07-10,22643.724897613778
2083-07-11,21560.06991097326
2083-07-12,21853.221891288766
2083-07-13,23086.384318088152
2083-07-14,24252.391464757617
2083-07-15,23055.977700948657
2083-07-16,21910.24124308183
2083-07-17,23138.08477149825
2083-07-18,24659.897000596015
2083-07-19,24265.129081118776
2083-07-20,23044.326934680226
2083-07-21,21997.199973165196
2083-07-22,23344.344166661416
2083-07-23,24585.51852709411
2083-07-24,25521.44180418084
2083-07-25,24036.55785376416
2083-07-26,22659.49845217769
2083-07-27,21598.577161471407
2083-07-28,21445.14175649057
2083-07-29,20883.854103433405
2083-07-30,20040.73382970792
2083-07-31,19202.258160956448
2083-08-01,19360.323616087553
2083-08-02,19140.303929211048
2083-08-03,19360.261495484065
2083-08-04,20017.979636409076
2083-08-05,20939.425167387817
2083-08-06,20125.49333838395
2083-08-07,19323.669342296456
2083-08-08,18399.32921241183
2083-08-09,17494.41610251276
2083-08-10,16910.395019706164
2083-08-11,17680.203455082272
2083-08-12,18495.447116121562
2083-08-13,19881.316970044525
2083-08-14,20917.041952915588
2083-08-15,21686.783625473174
2083-08-16,22645.5537353019
2083-08-17,21720.984047906102
2083-08-18,20892.334795011346
2083-08-19,19967.734860000972
2083-08-20,18843.477668261632
2083-08-21,18033.633127416062
2083-08-22,18650.519788081765
2083-08-23,19387.197156446047
2083-08-24,20558.14651918019
2083-08-25,21536.639246047955
2083-08-26,20803.878331739703
2083-08-27,19979.39786528996
2083-08-28,20305.55847714301
2083-08-29,21030.570030315084
2083-08-30,22140.028555689925
2083-08-31,23229.395990713023
2083-09-01,25657.12417812288
2083-09-02,28559.650369822586
2083-09-03,31238.32844757217
2083-09-04,33468.52149609528
2083-09-05,35424.849548850456
2083-09-06,37094.533023936725
2083-09-07,36676.21395854711
2083-09-08,34726.58280118934
2083-09-09,32549.08354063048
2083-09-10,30178.975352561065
2083-09-11,28225.87457035344
2083-09-12,26505.254633333672
2083-09-13,25050.99209529722
2083-09-14,26298.264546593757
2083-09-15,24732.00126110034
2083-09-16,23158.121482894803
2083-09-17,21836.128211175703
2083-09-18,20814.42935740029
2083-09-19,19936.841470522082
2083-09-20,19268.171876924578
2083-09-21,18606.96455257958
2083-09-22,17970.883904991068
2083-09-23,17726.63256703565
2083-09-24,18395.52068075579
2083-09-25,17639.731464925087
2083-09-26,16903.02570788755
2083-09-27,16282.93524763166
2083-09-28,17175.59218812298
2083-09-29,17999.366483310954
2083-09-30,19216.8132302101
2083-10-01,18515.696311182015
2083-10-02,17923.977224748625
2083-10-03,18070.93520044743
2083-10-04,18671.77062254773
2083-10-05,17769.271032320845
2083-10-06,16682.05228414366
2083-10-07,15697.702904931126
2083-10-08,14811.668529382368
2083-10-09,13986.05080575109
2083-10-10,13282.458972215934
2083-10-11,12773.930160018146
2083-10-12,12127.729945812665
2083-10-13,11637.778098580604
2083-10-14,11085.949738249148
2083-10-15,10642.383858259254
2083-10-16,10277.32860895396
2083-10-17,9892.454817776501
2083-10-18,9755.382467382984
2083-10-19,10059.357370622633
2083-10-20,9697.528850667493
2083-10-21,9338.54348035658
2083-10-22,9067.84857018689
2083-10-23,8682.146464708618
2083-10-24,8198.301081005155
2083-10-25,7750.846489911139
2083-10-26,7412.554062783333
2083-10-27,7155.129762875739
2083-10-28,7410.437898789184
2083-10-29,7679.988119295826
2083-10-30,7984.727944256972
2083-10-31,8351.997388048378
2083-11-01,8617.14339158218
2083-11-02,8656.677111912291
2083-11-03,8685.145814114176
2083-11-04,8950.19319489697
2083-11-05,8658.841571302026
2083-11-06,8385.968733635336
2083-11-07,8625.165576494535
2083-11-08,8897.292071823975
2083-11-09,9049.476075112452
2083-11-10,8719.720258414187
2083-11-11,8384.626568350473
2083-11-12,8024.86151072009
2083-11-13,7649.5157591490915
2083-11-14,7319.254879569075
2083-11-15,7078.11848892526
2083-11-16,6862.168047436694
2083-11-17,6628.145658850098
2083-11-18,6387.277208356193
2083-11-19,6189.484013579029
2083-11-20,6026.497306646009
2083-11-21,6317.142092691652
2083-11-22,6642.256573152031
2083-11-23,6844.210955570729
2083-11-24,6662.3232629933145
2083-11-25,6868.853013156346
2083-11-26,7147.186282189672
2083-11-27,7441.613856937334
2083-11-28,7225.021619513894
2083-11-29,7012.975922472863
2083-11-30,6807.665343581868
2083-12-01,6607.30445029944
2083-12-02,6406.275169912884
2083-12-03,6211.652078939946
2083-12-04,6013.999723138645
2083-12-05,5759.9163109962765
2083-12-06,5678.710126826052
2083-12-07,5614.960218075712
2083-12-08,5641.772460907801
2083-12-09,5741.9121533274965
2083-12-10,5891.915333992651
2083-12-11,6233.514949640723
2083-12-12,6456.870807505109
2083-12-13,6648.823568042212
2083-12-14,6622.300379440203
2083-12-15,6723.790141600672
2083-12-16,6484.483777927062
2083-12-17,6206.925949242969
2083-12-18,6035.831965054877
2083-12-19,5845.381147969956
2083-12-20,6079.666604718929
2083-12-21,5860.514999429932
2083-12-22,6077.161467461674
2083-12-23,6209.88360153715
2083-12-24,6067.052405918103
2083-12-25,5847.881040938216
2083-12-26,5756.921142592286
2083-12-27,5654.529414507254
2083-12-28,5589.104766316706
2083-12-29,5513.5909837248655
2083-12-30,5566.960172613689
2083-12-31,5698.412649636954
2084-01-01,5763.339420954528
2084-01-02,6057.501413808263
2084-01-03,6249.379314864599
2084-01-04,6103.904763513108
2084-01-05,6118.856762598967
